qasm,arch,seed,timeout,depth,swaps
4gt5_77,ibmq_tokyo.arch,10,60,86,16
4gt5_77,ibmq_tokyo.arch,7,60,86,16
one-two-three-v1_99,ibmq_tokyo.arch,1,60,92,21
one-two-three-v1_99,ibmq_tokyo.arch,4,60,92,20
one-two-three-v1_99,ibmq_tokyo.arch,2,60,92,21
one-two-three-v1_99,ibmq_tokyo.arch,5,60,92,21
one-two-three-v1_99,ibmq_tokyo.arch,6,60,90,20
one-two-three-v1_99,ibmq_tokyo.arch,7,60,94,21
one-two-three-v1_99,ibmq_tokyo.arch,8,60,93,21
one-two-three-v1_99,ibmq_tokyo.arch,3,60,92,21
one-two-three-v1_99,ibmq_tokyo.arch,9,60,92,20
one-two-three-v1_99,ibmq_tokyo.arch,10,60,92,21
rd53_138,ibmq_tokyo.arch,3,60,76,11
rd53_138,ibmq_tokyo.arch,1,60,73,11
rd53_138,ibmq_tokyo.arch,5,60,75,11
rd53_138,ibmq_tokyo.arch,6,60,75,11
rd53_138,ibmq_tokyo.arch,7,60,75,11
rd53_138,ibmq_tokyo.arch,4,60,75,11
rd53_138,ibmq_tokyo.arch,2,60,75,11
rd53_138,ibmq_tokyo.arch,8,60,73,11
rd53_138,ibmq_tokyo.arch,9,60,75,11
rd53_138,ibmq_tokyo.arch,10,60,76,11
one-two-three-v0_98,ibmq_tokyo.arch,1,60,95,19
one-two-three-v0_98,ibmq_tokyo.arch,3,60,97,19
one-two-three-v0_98,ibmq_tokyo.arch,5,60,94,19
one-two-three-v0_98,ibmq_tokyo.arch,4,60,92,18
one-two-three-v0_98,ibmq_tokyo.arch,6,60,94,18
one-two-three-v0_98,ibmq_tokyo.arch,7,60,93,19
one-two-three-v0_98,ibmq_tokyo.arch,2,60,95,19
one-two-three-v0_98,ibmq_tokyo.arch,8,60,95,19
one-two-three-v0_98,ibmq_tokyo.arch,9,60,93,18
one-two-three-v0_98,ibmq_tokyo.arch,10,60,95,19
4gt10-v1_81,ibmq_tokyo.arch,1,60,103,20
4gt10-v1_81,ibmq_tokyo.arch,3,60,100,21
4gt10-v1_81,ibmq_tokyo.arch,2,60,98,20
4gt10-v1_81,ibmq_tokyo.arch,5,60,101,21
4gt10-v1_81,ibmq_tokyo.arch,6,60,103,20
4gt10-v1_81,ibmq_tokyo.arch,4,60,102,20
4gt10-v1_81,ibmq_tokyo.arch,7,60,102,21
4gt10-v1_81,ibmq_tokyo.arch,8,60,101,20
4gt10-v1_81,ibmq_tokyo.arch,9,60,103,20
4gt10-v1_81,ibmq_tokyo.arch,10,60,101,20
decod24-v3_45,ibmq_tokyo.arch,1,60,99,19
decod24-v3_45,ibmq_tokyo.arch,3,60,97,20
decod24-v3_45,ibmq_tokyo.arch,2,60,99,17
decod24-v3_45,ibmq_tokyo.arch,4,60,98,19
decod24-v3_45,ibmq_tokyo.arch,5,60,100,20
decod24-v3_45,ibmq_tokyo.arch,6,60,101,20
decod24-v3_45,ibmq_tokyo.arch,7,60,98,19
decod24-v3_45,ibmq_tokyo.arch,8,60,99,20
decod24-v3_45,ibmq_tokyo.arch,9,60,95,18
decod24-v3_45,ibmq_tokyo.arch,10,60,96,18
aj-e11_165,ibmq_tokyo.arch,1,60,106,21
aj-e11_165,ibmq_tokyo.arch,3,60,106,21
aj-e11_165,ibmq_tokyo.arch,2,60,106,21
aj-e11_165,ibmq_tokyo.arch,4,60,105,22
aj-e11_165,ibmq_tokyo.arch,5,60,108,22
aj-e11_165,ibmq_tokyo.arch,7,60,105,21
aj-e11_165,ibmq_tokyo.arch,8,60,106,21
aj-e11_165,ibmq_tokyo.arch,6,60,105,21
aj-e11_165,ibmq_tokyo.arch,9,60,107,21
aj-e11_165,ibmq_tokyo.arch,10,60,107,22
4mod7-v0_94,ibmq_tokyo.arch,1,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,3,60,103,17
4mod7-v0_94,ibmq_tokyo.arch,2,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,5,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,4,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,7,60,102,17
4mod7-v0_94,ibmq_tokyo.arch,6,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,9,60,103,15
4mod7-v0_94,ibmq_tokyo.arch,10,60,102,15
4mod7-v0_94,ibmq_tokyo.arch,8,60,102,15
alu-v2_32,ibmq_tokyo.arch,1,60,109,23
alu-v2_32,ibmq_tokyo.arch,4,60,108,23
alu-v2_32,ibmq_tokyo.arch,5,60,114,23
alu-v2_32,ibmq_tokyo.arch,6,60,113,23
alu-v2_32,ibmq_tokyo.arch,7,60,111,23
alu-v2_32,ibmq_tokyo.arch,8,60,112,23
alu-v2_32,ibmq_tokyo.arch,9,60,112,23
alu-v2_32,ibmq_tokyo.arch,2,60,111,23
alu-v2_32,ibmq_tokyo.arch,10,60,113,23
alu-v2_32,ibmq_tokyo.arch,3,60,111,23
4mod7-v1_96,ibmq_tokyo.arch,1,60,108,19
4mod7-v1_96,ibmq_tokyo.arch,3,60,110,20
4mod7-v1_96,ibmq_tokyo.arch,2,60,109,20
4mod7-v1_96,ibmq_tokyo.arch,7,60,103,19
4mod7-v1_96,ibmq_tokyo.arch,6,60,105,20
4mod7-v1_96,ibmq_tokyo.arch,4,60,105,19
4mod7-v1_96,ibmq_tokyo.arch,8,60,103,19
4mod7-v1_96,ibmq_tokyo.arch,9,60,111,21
4mod7-v1_96,ibmq_tokyo.arch,10,60,102,17
4mod7-v1_96,ibmq_tokyo.arch,5,60,108,20
mini_alu_305,ibmq_tokyo.arch,2,60,92,18
mini_alu_305,ibmq_tokyo.arch,1,60,93,18
mini_alu_305,ibmq_tokyo.arch,3,60,92,18
mini_alu_305,ibmq_tokyo.arch,7,60,78,17
mini_alu_305,ibmq_tokyo.arch,6,60,82,17
mini_alu_305,ibmq_tokyo.arch,4,60,82,16
mini_alu_305,ibmq_tokyo.arch,5,60,77,17
mini_alu_305,ibmq_tokyo.arch,9,60,92,18
mini_alu_305,ibmq_tokyo.arch,8,60,88,17
mini_alu_305,ibmq_tokyo.arch,10,60,77,17
cnt3-5_179,ibmq_tokyo.arch,1,60,77,26
cnt3-5_179,ibmq_tokyo.arch,3,60,95,27
cnt3-5_179,ibmq_tokyo.arch,2,60,82,23
cnt3-5_179,ibmq_tokyo.arch,4,60,84,25
cnt3-5_179,ibmq_tokyo.arch,8,60,83,25
cnt3-5_179,ibmq_tokyo.arch,5,60,76,24
cnt3-5_179,ibmq_tokyo.arch,6,60,81,27
cnt3-5_179,ibmq_tokyo.arch,9,60,86,26
cnt3-5_179,ibmq_tokyo.arch,10,60,87,26
cnt3-5_179,ibmq_tokyo.arch,7,60,71,26
mod10_176,ibmq_tokyo.arch,1,60,124,22
mod10_176,ibmq_tokyo.arch,3,60,124,22
mod10_176,ibmq_tokyo.arch,2,60,123,23
mod10_176,ibmq_tokyo.arch,4,60,122,22
mod10_176,ibmq_tokyo.arch,6,60,122,22
mod10_176,ibmq_tokyo.arch,8,60,122,22
mod10_176,ibmq_tokyo.arch,7,60,123,23
mod10_176,ibmq_tokyo.arch,5,60,122,22
mod10_176,ibmq_tokyo.arch,9,60,121,21
mod10_176,ibmq_tokyo.arch,10,60,123,21
4gt4-v0_80,ibmq_tokyo.arch,2,60,109,16
4gt4-v0_80,ibmq_tokyo.arch,1,60,112,16
4gt4-v0_80,ibmq_tokyo.arch,5,60,113,16
4gt4-v0_80,ibmq_tokyo.arch,7,60,109,16
4gt4-v0_80,ibmq_tokyo.arch,3,60,112,17
4gt4-v0_80,ibmq_tokyo.arch,4,60,111,17
4gt4-v0_80,ibmq_tokyo.arch,8,60,110,17
4gt4-v0_80,ibmq_tokyo.arch,9,60,108,16
4gt4-v0_80,ibmq_tokyo.arch,6,60,109,16
4gt4-v0_80,ibmq_tokyo.arch,10,60,108,16
4gt12-v0_88,ibmq_tokyo.arch,1,60,120,19
4gt12-v0_88,ibmq_tokyo.arch,2,60,121,20
4gt12-v0_88,ibmq_tokyo.arch,5,60,120,19
4gt12-v0_88,ibmq_tokyo.arch,3,60,119,19
4gt12-v0_88,ibmq_tokyo.arch,4,60,122,20
4gt12-v0_88,ibmq_tokyo.arch,7,60,120,20
4gt12-v0_88,ibmq_tokyo.arch,8,60,122,20
4gt12-v0_88,ibmq_tokyo.arch,9,60,122,20
4gt12-v0_88,ibmq_tokyo.arch,6,60,120,21
4gt12-v0_88,ibmq_tokyo.arch,10,60,124,19
qft_10,ibmq_tokyo.arch,2,60,109,27
qft_10,ibmq_tokyo.arch,1,60,93,27
qft_10,ibmq_tokyo.arch,3,60,109,28
qft_10,ibmq_tokyo.arch,5,60,108,27
qft_10,ibmq_tokyo.arch,4,60,96,28
qft_10,ibmq_tokyo.arch,7,60,118,27
qft_10,ibmq_tokyo.arch,8,60,114,27
qft_10,ibmq_tokyo.arch,6,60,103,28
qft_10,ibmq_tokyo.arch,9,60,137,27
qft_10,ibmq_tokyo.arch,10,60,127,28
0410184_169,ibmq_tokyo.arch,1,60,122,27
0410184_169,ibmq_tokyo.arch,3,60,123,29
0410184_169,ibmq_tokyo.arch,2,60,127,29
0410184_169,ibmq_tokyo.arch,4,60,121,31
0410184_169,ibmq_tokyo.arch,5,60,123,27
0410184_169,ibmq_tokyo.arch,6,60,122,29
0410184_169,ibmq_tokyo.arch,7,60,121,29
0410184_169,ibmq_tokyo.arch,8,60,124,29
0410184_169,ibmq_tokyo.arch,9,60,127,28
0410184_169,ibmq_tokyo.arch,10,60,119,29
sys6-v0_111,ibmq_tokyo.arch,1,60,92,18
sys6-v0_111,ibmq_tokyo.arch,2,60,91,21
sys6-v0_111,ibmq_tokyo.arch,3,60,104,20
sys6-v0_111,ibmq_tokyo.arch,4,60,96,21
sys6-v0_111,ibmq_tokyo.arch,5,60,98,21
sys6-v0_111,ibmq_tokyo.arch,7,60,94,21
sys6-v0_111,ibmq_tokyo.arch,10,60,99,22
sys6-v0_111,ibmq_tokyo.arch,6,60,97,21
sys6-v0_111,ibmq_tokyo.arch,8,60,105,19
sys6-v0_111,ibmq_tokyo.arch,9,60,97,21
4_49_16,ibmq_tokyo.arch,1,60,144,28
4_49_16,ibmq_tokyo.arch,3,60,147,28
4_49_16,ibmq_tokyo.arch,4,60,142,27
4_49_16,ibmq_tokyo.arch,6,60,150,28
4_49_16,ibmq_tokyo.arch,7,60,143,28
4_49_16,ibmq_tokyo.arch,8,60,149,28
4_49_16,ibmq_tokyo.arch,9,60,148,27
4_49_16,ibmq_tokyo.arch,2,60,143,28
4_49_16,ibmq_tokyo.arch,10,60,150,30
4_49_16,ibmq_tokyo.arch,5,60,152,28
4gt12-v1_89,ibmq_tokyo.arch,1,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,3,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,5,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,2,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,7,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,4,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,6,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,8,60,136,13
4gt12-v1_89,ibmq_tokyo.arch,10,60,137,13
4gt12-v1_89,ibmq_tokyo.arch,9,60,137,13
rd73_140,ibmq_tokyo.arch,1,60,120,26
rd73_140,ibmq_tokyo.arch,3,60,118,26
rd73_140,ibmq_tokyo.arch,4,60,107,25
rd73_140,ibmq_tokyo.arch,7,60,110,26
rd73_140,ibmq_tokyo.arch,5,60,107,25
rd73_140,ibmq_tokyo.arch,6,60,120,26
rd73_140,ibmq_tokyo.arch,2,60,117,25
rd73_140,ibmq_tokyo.arch,9,60,108,27
rd73_140,ibmq_tokyo.arch,10,60,115,25
rd73_140,ibmq_tokyo.arch,8,60,130,27
4gt4-v0_79,ibmq_tokyo.arch,1,60,144,19
4gt4-v0_79,ibmq_tokyo.arch,2,60,146,20
4gt4-v0_79,ibmq_tokyo.arch,3,60,146,19
4gt4-v0_79,ibmq_tokyo.arch,4,60,144,18
4gt4-v0_79,ibmq_tokyo.arch,5,60,147,19
4gt4-v0_79,ibmq_tokyo.arch,7,60,145,18
4gt4-v0_79,ibmq_tokyo.arch,6,60,147,19
4gt4-v0_79,ibmq_tokyo.arch,9,60,145,18
4gt4-v0_79,ibmq_tokyo.arch,10,60,144,19
4gt4-v0_79,ibmq_tokyo.arch,8,60,145,18
hwb4_49,ibmq_tokyo.arch,1,60,165,35
hwb4_49,ibmq_tokyo.arch,2,60,158,33
hwb4_49,ibmq_tokyo.arch,3,60,158,34
hwb4_49,ibmq_tokyo.arch,5,60,162,31
hwb4_49,ibmq_tokyo.arch,4,60,164,34
hwb4_49,ibmq_tokyo.arch,7,60,164,34
hwb4_49,ibmq_tokyo.arch,6,60,168,35
hwb4_49,ibmq_tokyo.arch,9,60,164,34
hwb4_49,ibmq_tokyo.arch,10,60,168,35
hwb4_49,ibmq_tokyo.arch,8,60,165,34
4gt4-v0_78,ibmq_tokyo.arch,2,60,152,19
4gt4-v0_78,ibmq_tokyo.arch,1,60,148,21
4gt4-v0_78,ibmq_tokyo.arch,3,60,151,21
4gt4-v0_78,ibmq_tokyo.arch,4,60,152,20
4gt4-v0_78,ibmq_tokyo.arch,5,60,151,20
4gt4-v0_78,ibmq_tokyo.arch,7,60,152,21
4gt4-v0_78,ibmq_tokyo.arch,9,60,150,22
4gt4-v0_78,ibmq_tokyo.arch,10,60,150,21
4gt4-v0_78,ibmq_tokyo.arch,8,60,153,20
4gt4-v0_78,ibmq_tokyo.arch,6,60,156,22
mod10_171,ibmq_tokyo.arch,1,60,168,33
mod10_171,ibmq_tokyo.arch,3,60,166,31
mod10_171,ibmq_tokyo.arch,5,60,167,34
mod10_171,ibmq_tokyo.arch,2,60,163,34
mod10_171,ibmq_tokyo.arch,6,60,161,34
mod10_171,ibmq_tokyo.arch,8,60,160,26
mod10_171,ibmq_tokyo.arch,9,60,166,31
mod10_171,ibmq_tokyo.arch,4,60,160,31
mod10_171,ibmq_tokyo.arch,7,60,171,32
mod10_171,ibmq_tokyo.arch,10,60,173,34
4gt12-v0_87,ibmq_tokyo.arch,1,60,145,17
4gt12-v0_87,ibmq_tokyo.arch,3,60,143,17
4gt12-v0_87,ibmq_tokyo.arch,4,60,144,18
4gt12-v0_87,ibmq_tokyo.arch,8,60,146,18
4gt12-v0_87,ibmq_tokyo.arch,7,60,146,18
4gt12-v0_87,ibmq_tokyo.arch,6,60,145,18
4gt12-v0_87,ibmq_tokyo.arch,2,60,146,18
4gt12-v0_87,ibmq_tokyo.arch,10,60,145,17
4gt12-v0_87,ibmq_tokyo.arch,9,60,144,18
4gt12-v0_87,ibmq_tokyo.arch,5,60,145,18
4gt12-v0_86,ibmq_tokyo.arch,1,60,150,19
4gt12-v0_86,ibmq_tokyo.arch,3,60,150,19
4gt12-v0_86,ibmq_tokyo.arch,2,60,152,20
4gt12-v0_86,ibmq_tokyo.arch,4,60,148,18
4gt12-v0_86,ibmq_tokyo.arch,5,60,150,19
4gt12-v0_86,ibmq_tokyo.arch,7,60,151,19
4gt12-v0_86,ibmq_tokyo.arch,8,60,150,19
4gt12-v0_86,ibmq_tokyo.arch,10,60,148,18
4gt12-v0_86,ibmq_tokyo.arch,9,60,150,18
4gt12-v0_86,ibmq_tokyo.arch,6,60,151,19
4gt4-v0_72,ibmq_tokyo.arch,1,60,157,17
4gt4-v0_72,ibmq_tokyo.arch,3,60,145,17
4gt4-v0_72,ibmq_tokyo.arch,2,60,149,16
4gt4-v0_72,ibmq_tokyo.arch,5,60,150,18
4gt4-v0_72,ibmq_tokyo.arch,7,60,156,16
4gt4-v0_72,ibmq_tokyo.arch,4,60,151,18
4gt4-v0_72,ibmq_tokyo.arch,6,60,149,18
4gt4-v0_72,ibmq_tokyo.arch,9,60,146,17
4gt4-v0_72,ibmq_tokyo.arch,8,60,147,17
4gt4-v0_72,ibmq_tokyo.arch,10,60,151,18
sym6_316,ibmq_tokyo.arch,1,60,163,36
sym6_316,ibmq_tokyo.arch,3,60,163,34
sym6_316,ibmq_tokyo.arch,4,60,156,32
sym6_316,ibmq_tokyo.arch,5,60,160,35
sym6_316,ibmq_tokyo.arch,2,60,156,34
sym6_316,ibmq_tokyo.arch,6,60,157,33
sym6_316,ibmq_tokyo.arch,8,60,162,35
sym6_316,ibmq_tokyo.arch,9,60,167,37
sym6_316,ibmq_tokyo.arch,7,60,160,36
sym6_316,ibmq_tokyo.arch,10,60,167,35
4gt4-v1_74,ibmq_tokyo.arch,1,60,170,24
4gt4-v1_74,ibmq_tokyo.arch,3,60,177,28
4gt4-v1_74,ibmq_tokyo.arch,2,60,173,26
4gt4-v1_74,ibmq_tokyo.arch,5,60,169,23
4gt4-v1_74,ibmq_tokyo.arch,4,60,167,23
4gt4-v1_74,ibmq_tokyo.arch,7,60,174,25
4gt4-v1_74,ibmq_tokyo.arch,6,60,174,26
4gt4-v1_74,ibmq_tokyo.arch,9,60,174,26
4gt4-v1_74,ibmq_tokyo.arch,8,60,172,24
4gt4-v1_74,ibmq_tokyo.arch,10,60,174,26
rd53_311,ibmq_tokyo.arch,2,60,150,36
rd53_311,ibmq_tokyo.arch,1,60,152,35
rd53_311,ibmq_tokyo.arch,3,60,145,38
rd53_311,ibmq_tokyo.arch,5,60,157,35
rd53_311,ibmq_tokyo.arch,4,60,151,37
rd53_311,ibmq_tokyo.arch,7,60,154,38
rd53_311,ibmq_tokyo.arch,9,60,155,36
rd53_311,ibmq_tokyo.arch,6,60,167,36
rd53_311,ibmq_tokyo.arch,8,60,145,34
rd53_311,ibmq_tokyo.arch,10,60,144,34
mini-alu_167,ibmq_tokyo.arch,1,60,202,45
mini-alu_167,ibmq_tokyo.arch,4,60,201,45
mini-alu_167,ibmq_tokyo.arch,2,60,197,44
mini-alu_167,ibmq_tokyo.arch,6,60,198,46
mini-alu_167,ibmq_tokyo.arch,5,60,200,46
mini-alu_167,ibmq_tokyo.arch,3,60,198,43
mini-alu_167,ibmq_tokyo.arch,7,60,202,44
mini-alu_167,ibmq_tokyo.arch,9,60,199,45
mini-alu_167,ibmq_tokyo.arch,8,60,199,43
mini-alu_167,ibmq_tokyo.arch,10,60,204,48
one-two-three-v0_97,ibmq_tokyo.arch,1,60,197,43
one-two-three-v0_97,ibmq_tokyo.arch,3,60,199,44
one-two-three-v0_97,ibmq_tokyo.arch,4,60,200,43
one-two-three-v0_97,ibmq_tokyo.arch,7,60,197,42
one-two-three-v0_97,ibmq_tokyo.arch,2,60,194,40
one-two-three-v0_97,ibmq_tokyo.arch,6,60,192,43
one-two-three-v0_97,ibmq_tokyo.arch,5,60,197,42
one-two-three-v0_97,ibmq_tokyo.arch,9,60,201,43
one-two-three-v0_97,ibmq_tokyo.arch,10,60,199,42
one-two-three-v0_97,ibmq_tokyo.arch,8,60,197,43
rd53_135,ibmq_tokyo.arch,1,60,184,33
rd53_135,ibmq_tokyo.arch,2,60,181,32
rd53_135,ibmq_tokyo.arch,3,60,183,34
rd53_135,ibmq_tokyo.arch,5,60,183,32
rd53_135,ibmq_tokyo.arch,8,60,186,32
rd53_135,ibmq_tokyo.arch,4,60,186,36
rd53_135,ibmq_tokyo.arch,6,60,192,36
rd53_135,ibmq_tokyo.arch,7,60,186,38
rd53_135,ibmq_tokyo.arch,9,60,181,35
rd53_135,ibmq_tokyo.arch,10,60,185,34
ham7_104,ibmq_tokyo.arch,1,60,201,24
ham7_104,ibmq_tokyo.arch,3,60,207,27
ham7_104,ibmq_tokyo.arch,4,60,201,24
ham7_104,ibmq_tokyo.arch,5,60,201,25
ham7_104,ibmq_tokyo.arch,6,60,198,24
ham7_104,ibmq_tokyo.arch,2,60,200,25
ham7_104,ibmq_tokyo.arch,9,60,200,25
ham7_104,ibmq_tokyo.arch,7,60,201,23
ham7_104,ibmq_tokyo.arch,10,60,195,23
ham7_104,ibmq_tokyo.arch,8,60,200,24
sym9_146,ibmq_tokyo.arch,1,60,182,50
sym9_146,ibmq_tokyo.arch,3,60,175,40
sym9_146,ibmq_tokyo.arch,4,60,186,47
sym9_146,ibmq_tokyo.arch,2,60,174,47
sym9_146,ibmq_tokyo.arch,5,60,174,50
sym9_146,ibmq_tokyo.arch,7,60,181,49
sym9_146,ibmq_tokyo.arch,8,60,181,42
sym9_146,ibmq_tokyo.arch,9,60,207,47
sym9_146,ibmq_tokyo.arch,6,60,177,48
sym9_146,ibmq_tokyo.arch,10,60,183,49
decod24-enable_126,ibmq_tokyo.arch,3,60,218,34
decod24-enable_126,ibmq_tokyo.arch,1,60,209,33
decod24-enable_126,ibmq_tokyo.arch,5,60,217,32
decod24-enable_126,ibmq_tokyo.arch,7,60,214,32
decod24-enable_126,ibmq_tokyo.arch,9,60,218,35
decod24-enable_126,ibmq_tokyo.arch,2,60,220,33
decod24-enable_126,ibmq_tokyo.arch,4,60,217,33
decod24-enable_126,ibmq_tokyo.arch,8,60,217,33
decod24-enable_126,ibmq_tokyo.arch,6,60,219,34
decod24-enable_126,ibmq_tokyo.arch,10,60,212,33
mod8-10_178,ibmq_tokyo.arch,4,60,213,23
mod8-10_178,ibmq_tokyo.arch,1,60,210,21
mod8-10_178,ibmq_tokyo.arch,2,60,209,22
mod8-10_178,ibmq_tokyo.arch,3,60,208,22
mod8-10_178,ibmq_tokyo.arch,5,60,213,23
mod8-10_178,ibmq_tokyo.arch,6,60,208,20
mod8-10_178,ibmq_tokyo.arch,7,60,206,22
mod8-10_178,ibmq_tokyo.arch,9,60,209,21
mod8-10_178,ibmq_tokyo.arch,10,60,207,21
mod8-10_178,ibmq_tokyo.arch,8,60,204,21
rd84_142,ibmq_tokyo.arch,1,60,166,56
rd84_142,ibmq_tokyo.arch,3,60,149,54
rd84_142,ibmq_tokyo.arch,4,60,182,56
rd84_142,ibmq_tokyo.arch,2,60,166,56
rd84_142,ibmq_tokyo.arch,5,60,166,57
rd84_142,ibmq_tokyo.arch,9,60,148,54
rd84_142,ibmq_tokyo.arch,6,60,161,53
rd84_142,ibmq_tokyo.arch,7,60,136,53
rd84_142,ibmq_tokyo.arch,8,60,170,54
rd84_142,ibmq_tokyo.arch,10,60,174,55
4gt4-v0_73,ibmq_tokyo.arch,1,60,255,33
4gt4-v0_73,ibmq_tokyo.arch,4,60,254,34
4gt4-v0_73,ibmq_tokyo.arch,2,60,259,37
4gt4-v0_73,ibmq_tokyo.arch,3,60,254,33
4gt4-v0_73,ibmq_tokyo.arch,5,60,252,32
4gt4-v0_73,ibmq_tokyo.arch,7,60,259,33
4gt4-v0_73,ibmq_tokyo.arch,6,60,259,38
4gt4-v0_73,ibmq_tokyo.arch,8,60,249,31
4gt4-v0_73,ibmq_tokyo.arch,10,60,253,34
4gt4-v0_73,ibmq_tokyo.arch,9,60,253,33
ex3_229,ibmq_tokyo.arch,1,60,248,26
ex3_229,ibmq_tokyo.arch,3,60,248,26
ex3_229,ibmq_tokyo.arch,4,60,244,27
ex3_229,ibmq_tokyo.arch,5,60,245,25
ex3_229,ibmq_tokyo.arch,6,60,243,26
ex3_229,ibmq_tokyo.arch,7,60,247,28
ex3_229,ibmq_tokyo.arch,8,60,248,26
ex3_229,ibmq_tokyo.arch,9,60,247,27
ex3_229,ibmq_tokyo.arch,2,60,245,26
ex3_229,ibmq_tokyo.arch,10,60,248,28
mod8-10_177,ibmq_tokyo.arch,3,60,280,32
mod8-10_177,ibmq_tokyo.arch,2,60,274,31
mod8-10_177,ibmq_tokyo.arch,1,60,278,35
mod8-10_177,ibmq_tokyo.arch,5,60,276,35
mod8-10_177,ibmq_tokyo.arch,4,60,278,38
mod8-10_177,ibmq_tokyo.arch,8,60,272,30
mod8-10_177,ibmq_tokyo.arch,10,60,273,30
mod8-10_177,ibmq_tokyo.arch,9,60,274,32
mod8-10_177,ibmq_tokyo.arch,7,60,268,30
mod8-10_177,ibmq_tokyo.arch,6,60,275,34
alu-v2_31,ibmq_tokyo.arch,1,60,310,72
alu-v2_31,ibmq_tokyo.arch,3,60,317,73
alu-v2_31,ibmq_tokyo.arch,2,60,322,70
alu-v2_31,ibmq_tokyo.arch,5,60,311,69
alu-v2_31,ibmq_tokyo.arch,8,60,318,69
alu-v2_31,ibmq_tokyo.arch,4,60,315,69
alu-v2_31,ibmq_tokyo.arch,9,60,317,72
alu-v2_31,ibmq_tokyo.arch,7,60,306,66
alu-v2_31,ibmq_tokyo.arch,6,60,321,74
alu-v2_31,ibmq_tokyo.arch,10,60,314,72
C17_204,ibmq_tokyo.arch,1,60,279,34
C17_204,ibmq_tokyo.arch,2,60,283,39
C17_204,ibmq_tokyo.arch,5,60,280,40
C17_204,ibmq_tokyo.arch,3,60,280,40
C17_204,ibmq_tokyo.arch,4,60,279,34
C17_204,ibmq_tokyo.arch,6,60,284,36
C17_204,ibmq_tokyo.arch,9,60,276,36
C17_204,ibmq_tokyo.arch,8,60,280,35
C17_204,ibmq_tokyo.arch,7,60,285,40
C17_204,ibmq_tokyo.arch,10,60,276,31
rd53_131,ibmq_tokyo.arch,1,60,291,44
rd53_131,ibmq_tokyo.arch,3,60,294,42
rd53_131,ibmq_tokyo.arch,5,60,291,41
rd53_131,ibmq_tokyo.arch,2,60,288,45
rd53_131,ibmq_tokyo.arch,4,60,288,44
rd53_131,ibmq_tokyo.arch,8,60,292,46
rd53_131,ibmq_tokyo.arch,9,60,291,43
rd53_131,ibmq_tokyo.arch,10,60,293,41
rd53_131,ibmq_tokyo.arch,6,60,298,45
rd53_131,ibmq_tokyo.arch,7,60,294,45
ising_model_10,ibmq_tokyo.arch,1,60,78,6
ising_model_10,ibmq_tokyo.arch,3,60,86,6
ising_model_10,ibmq_tokyo.arch,2,60,90,6
ising_model_10,ibmq_tokyo.arch,4,60,77,6
ising_model_10,ibmq_tokyo.arch,6,60,89,6
ising_model_10,ibmq_tokyo.arch,8,60,90,6
ising_model_10,ibmq_tokyo.arch,9,60,88,6
ising_model_10,ibmq_tokyo.arch,7,60,90,6
ising_model_10,ibmq_tokyo.arch,10,60,84,6
ising_model_10,ibmq_tokyo.arch,5,60,80,6
cnt3-5_180,ibmq_tokyo.arch,3,60,269,68
cnt3-5_180,ibmq_tokyo.arch,1,60,247,64
cnt3-5_180,ibmq_tokyo.arch,4,60,265,67
cnt3-5_180,ibmq_tokyo.arch,2,60,264,54
cnt3-5_180,ibmq_tokyo.arch,5,60,296,64
cnt3-5_180,ibmq_tokyo.arch,7,60,274,64
cnt3-5_180,ibmq_tokyo.arch,6,60,284,63
cnt3-5_180,ibmq_tokyo.arch,8,60,275,59
cnt3-5_180,ibmq_tokyo.arch,10,60,271,64
cnt3-5_180,ibmq_tokyo.arch,9,60,300,69
alu-v2_30,ibmq_tokyo.arch,1,60,319,43
alu-v2_30,ibmq_tokyo.arch,2,60,322,52
alu-v2_30,ibmq_tokyo.arch,3,60,328,54
alu-v2_30,ibmq_tokyo.arch,4,60,336,51
alu-v2_30,ibmq_tokyo.arch,6,60,320,38
alu-v2_30,ibmq_tokyo.arch,7,60,317,46
alu-v2_30,ibmq_tokyo.arch,9,60,316,44
alu-v2_30,ibmq_tokyo.arch,5,60,312,37
alu-v2_30,ibmq_tokyo.arch,8,60,319,40
alu-v2_30,ibmq_tokyo.arch,10,60,315,41
qft_16,ibmq_tokyo.arch,2,60,194,88
qft_16,ibmq_tokyo.arch,1,60,231,94
qft_16,ibmq_tokyo.arch,5,60,223,90
qft_16,ibmq_tokyo.arch,7,60,199,89
qft_16,ibmq_tokyo.arch,4,60,218,91
qft_16,ibmq_tokyo.arch,9,60,196,92
qft_16,ibmq_tokyo.arch,3,60,208,91
qft_16,ibmq_tokyo.arch,6,60,238,94
qft_16,ibmq_tokyo.arch,8,60,228,94
