qasm,arch,seed,timeout,depth,swaps
alu-v2_33,ibmq_tokyo.arch,1,60,29,9
alu-v2_33,ibmq_tokyo.arch,3,60,28,9
alu-v2_33,ibmq_tokyo.arch,2,60,27,9
alu-v2_33,ibmq_tokyo.arch,4,60,26,9
alu-v2_33,ibmq_tokyo.arch,5,60,29,9
alu-v2_33,ibmq_tokyo.arch,6,60,27,9
alu-v2_33,ibmq_tokyo.arch,7,60,29,9
alu-v2_33,ibmq_tokyo.arch,8,60,29,9
alu-v2_33,ibmq_tokyo.arch,9,60,29,9
alu-v2_33,ibmq_tokyo.arch,10,60,29,9
alu-v4_37,ibmq_tokyo.arch,1,60,27,8
alu-v4_37,ibmq_tokyo.arch,4,60,28,8
alu-v4_37,ibmq_tokyo.arch,3,60,27,8
alu-v4_37,ibmq_tokyo.arch,2,60,27,8
alu-v4_37,ibmq_tokyo.arch,5,60,27,8
alu-v4_37,ibmq_tokyo.arch,6,60,27,8
alu-v4_37,ibmq_tokyo.arch,7,60,27,8
alu-v4_37,ibmq_tokyo.arch,8,60,27,8
alu-v4_37,ibmq_tokyo.arch,9,60,27,8
alu-v4_37,ibmq_tokyo.arch,10,60,26,8
alu-v3_35,ibmq_tokyo.arch,1,60,25,6
alu-v3_35,ibmq_tokyo.arch,3,60,24,6
alu-v3_35,ibmq_tokyo.arch,2,60,24,6
alu-v3_35,ibmq_tokyo.arch,4,60,24,6
alu-v3_35,ibmq_tokyo.arch,5,60,23,6
alu-v3_35,ibmq_tokyo.arch,6,60,24,6
alu-v3_35,ibmq_tokyo.arch,7,60,25,6
alu-v3_35,ibmq_tokyo.arch,8,60,25,6
alu-v3_35,ibmq_tokyo.arch,9,60,24,6
alu-v3_35,ibmq_tokyo.arch,10,60,25,6
alu-v1_29,ibmq_tokyo.arch,1,60,26,7
alu-v1_29,ibmq_tokyo.arch,2,60,25,7
alu-v1_29,ibmq_tokyo.arch,5,60,25,7
alu-v1_29,ibmq_tokyo.arch,4,60,26,7
alu-v1_29,ibmq_tokyo.arch,6,60,25,7
alu-v1_29,ibmq_tokyo.arch,7,60,26,7
alu-v1_29,ibmq_tokyo.arch,8,60,25,7
alu-v1_29,ibmq_tokyo.arch,3,60,25,7
alu-v1_29,ibmq_tokyo.arch,10,60,26,7
alu-v1_29,ibmq_tokyo.arch,9,60,25,7
alu-v1_28,ibmq_tokyo.arch,1,60,27,7
alu-v1_28,ibmq_tokyo.arch,2,60,28,7
alu-v1_28,ibmq_tokyo.arch,4,60,27,7
alu-v1_28,ibmq_tokyo.arch,5,60,28,7
alu-v1_28,ibmq_tokyo.arch,6,60,27,7
alu-v1_28,ibmq_tokyo.arch,7,60,27,7
alu-v1_28,ibmq_tokyo.arch,8,60,27,7
alu-v1_28,ibmq_tokyo.arch,9,60,27,7
alu-v1_28,ibmq_tokyo.arch,10,60,27,7
alu-v1_28,ibmq_tokyo.arch,3,60,28,7
miller_11,ibmq_tokyo.arch,1,60,38,9
miller_11,ibmq_tokyo.arch,3,60,37,9
miller_11,ibmq_tokyo.arch,2,60,38,9
miller_11,ibmq_tokyo.arch,4,60,38,9
miller_11,ibmq_tokyo.arch,5,60,39,9
miller_11,ibmq_tokyo.arch,6,60,37,9
miller_11,ibmq_tokyo.arch,8,60,38,9
miller_11,ibmq_tokyo.arch,9,60,38,9
miller_11,ibmq_tokyo.arch,10,60,39,9
miller_11,ibmq_tokyo.arch,7,60,37,9
decod24-v0_38,ibmq_tokyo.arch,1,60,42,11
decod24-v0_38,ibmq_tokyo.arch,2,60,41,11
decod24-v0_38,ibmq_tokyo.arch,4,60,41,11
decod24-v0_38,ibmq_tokyo.arch,5,60,41,11
decod24-v0_38,ibmq_tokyo.arch,6,60,41,11
decod24-v0_38,ibmq_tokyo.arch,7,60,40,11
decod24-v0_38,ibmq_tokyo.arch,3,60,42,11
decod24-v0_38,ibmq_tokyo.arch,9,60,42,11
decod24-v0_38,ibmq_tokyo.arch,10,60,40,11
decod24-v0_38,ibmq_tokyo.arch,8,60,41,11
alu-v3_34,ibmq_tokyo.arch,1,60,34,7
alu-v3_34,ibmq_tokyo.arch,2,60,34,7
alu-v3_34,ibmq_tokyo.arch,4,60,34,7
alu-v3_34,ibmq_tokyo.arch,5,60,33,7
alu-v3_34,ibmq_tokyo.arch,6,60,33,7
alu-v3_34,ibmq_tokyo.arch,7,60,33,7
alu-v3_34,ibmq_tokyo.arch,8,60,33,7
alu-v3_34,ibmq_tokyo.arch,9,60,34,7
alu-v3_34,ibmq_tokyo.arch,10,60,33,7
alu-v3_34,ibmq_tokyo.arch,3,60,33,7
decod24-v2_43,ibmq_tokyo.arch,1,60,41,11
decod24-v2_43,ibmq_tokyo.arch,2,60,39,11
decod24-v2_43,ibmq_tokyo.arch,4,60,41,11
decod24-v2_43,ibmq_tokyo.arch,5,60,40,11
decod24-v2_43,ibmq_tokyo.arch,3,60,42,11
decod24-v2_43,ibmq_tokyo.arch,7,60,40,11
decod24-v2_43,ibmq_tokyo.arch,6,60,42,11
decod24-v2_43,ibmq_tokyo.arch,9,60,41,11
decod24-v2_43,ibmq_tokyo.arch,10,60,39,11
decod24-v2_43,ibmq_tokyo.arch,8,60,41,11
mod5d2_64,ibmq_tokyo.arch,1,60,41,11
mod5d2_64,ibmq_tokyo.arch,3,60,38,11
mod5d2_64,ibmq_tokyo.arch,2,60,38,11
mod5d2_64,ibmq_tokyo.arch,4,60,40,11
mod5d2_64,ibmq_tokyo.arch,6,60,38,11
mod5d2_64,ibmq_tokyo.arch,5,60,40,11
mod5d2_64,ibmq_tokyo.arch,7,60,40,11
mod5d2_64,ibmq_tokyo.arch,8,60,38,11
mod5d2_64,ibmq_tokyo.arch,9,60,39,11
mod5d2_64,ibmq_tokyo.arch,10,60,39,11
4gt13_92,ibmq_tokyo.arch,5,60,47,11
4gt13_92,ibmq_tokyo.arch,4,60,46,11
4gt13_92,ibmq_tokyo.arch,2,60,46,11
4gt13_92,ibmq_tokyo.arch,3,60,47,11
4gt13_92,ibmq_tokyo.arch,1,60,46,11
4gt13_92,ibmq_tokyo.arch,6,60,46,11
4gt13_92,ibmq_tokyo.arch,7,60,46,11
4gt13_92,ibmq_tokyo.arch,9,60,46,11
4gt13_92,ibmq_tokyo.arch,8,60,46,11
4gt13_92,ibmq_tokyo.arch,10,60,46,11
4gt13-v1_93,ibmq_tokyo.arch,1,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,3,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,5,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,2,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,4,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,7,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,6,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,8,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,9,60,47,11
4gt13-v1_93,ibmq_tokyo.arch,10,60,47,11
4mod5-v1_23,ibmq_tokyo.arch,1,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,3,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,2,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,4,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,5,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,6,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,7,60,49,12
4mod5-v1_23,ibmq_tokyo.arch,8,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,9,60,48,12
4mod5-v1_23,ibmq_tokyo.arch,10,60,48,12
4mod5-v0_18,ibmq_tokyo.arch,3,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,1,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,2,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,5,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,4,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,6,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,8,60,46,12
4mod5-v0_18,ibmq_tokyo.arch,7,60,48,12
4mod5-v0_18,ibmq_tokyo.arch,9,60,47,12
4mod5-v0_18,ibmq_tokyo.arch,10,60,46,12
one-two-three-v2_100,ibmq_tokyo.arch,1,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,3,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,2,60,47,9
one-two-three-v2_100,ibmq_tokyo.arch,4,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,5,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,6,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,7,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,8,60,46,9
one-two-three-v2_100,ibmq_tokyo.arch,9,60,47,9
one-two-three-v2_100,ibmq_tokyo.arch,10,60,47,9
one-two-three-v3_101,ibmq_tokyo.arch,1,60,49,11
one-two-three-v3_101,ibmq_tokyo.arch,3,60,48,11
one-two-three-v3_101,ibmq_tokyo.arch,2,60,50,11
one-two-three-v3_101,ibmq_tokyo.arch,5,60,49,11
one-two-three-v3_101,ibmq_tokyo.arch,6,60,48,11
one-two-three-v3_101,ibmq_tokyo.arch,7,60,48,11
one-two-three-v3_101,ibmq_tokyo.arch,4,60,48,11
one-two-three-v3_101,ibmq_tokyo.arch,9,60,50,11
one-two-three-v3_101,ibmq_tokyo.arch,8,60,53,11
one-two-three-v3_101,ibmq_tokyo.arch,10,60,49,11
4mod5-bdd_287,ibmq_tokyo.arch,1,60,47,8
4mod5-bdd_287,ibmq_tokyo.arch,3,60,46,8
4mod5-bdd_287,ibmq_tokyo.arch,5,60,48,8
4mod5-bdd_287,ibmq_tokyo.arch,6,60,46,8
4mod5-bdd_287,ibmq_tokyo.arch,4,60,48,8
4mod5-bdd_287,ibmq_tokyo.arch,2,60,47,8
4mod5-bdd_287,ibmq_tokyo.arch,7,60,46,8
4mod5-bdd_287,ibmq_tokyo.arch,8,60,46,8
4mod5-bdd_287,ibmq_tokyo.arch,10,60,46,8
4mod5-bdd_287,ibmq_tokyo.arch,9,60,47,8
qe_qft_4,ibmq_tokyo.arch,1,60,38,5
qe_qft_4,ibmq_tokyo.arch,3,60,39,5
qe_qft_4,ibmq_tokyo.arch,4,60,39,5
qe_qft_4,ibmq_tokyo.arch,5,60,39,5
qe_qft_4,ibmq_tokyo.arch,2,60,40,5
qe_qft_4,ibmq_tokyo.arch,6,60,40,5
qe_qft_4,ibmq_tokyo.arch,7,60,39,5
qe_qft_4,ibmq_tokyo.arch,8,60,39,5
qe_qft_4,ibmq_tokyo.arch,10,60,39,5
qe_qft_4,ibmq_tokyo.arch,9,60,40,5
decod24-bdd_294,ibmq_tokyo.arch,1,60,47,10
decod24-bdd_294,ibmq_tokyo.arch,5,60,46,10
decod24-bdd_294,ibmq_tokyo.arch,4,60,48,10
decod24-bdd_294,ibmq_tokyo.arch,6,60,47,10
decod24-bdd_294,ibmq_tokyo.arch,7,60,48,10
decod24-bdd_294,ibmq_tokyo.arch,3,60,45,10
decod24-bdd_294,ibmq_tokyo.arch,2,60,47,10
decod24-bdd_294,ibmq_tokyo.arch,9,60,48,10
decod24-bdd_294,ibmq_tokyo.arch,10,60,47,10
decod24-bdd_294,ibmq_tokyo.arch,8,60,46,10
4gt5_75,ibmq_tokyo.arch,1,60,55,11
4gt5_75,ibmq_tokyo.arch,3,60,55,11
4gt5_75,ibmq_tokyo.arch,2,60,55,11
4gt5_75,ibmq_tokyo.arch,4,60,56,11
4gt5_75,ibmq_tokyo.arch,5,60,55,11
4gt5_75,ibmq_tokyo.arch,7,60,55,11
4gt5_75,ibmq_tokyo.arch,9,60,56,11
4gt5_75,ibmq_tokyo.arch,6,60,55,11
4gt5_75,ibmq_tokyo.arch,10,60,55,11
4gt5_75,ibmq_tokyo.arch,8,60,55,11
alu-bdd_288,ibmq_tokyo.arch,3,60,51,10
alu-bdd_288,ibmq_tokyo.arch,1,60,52,10
alu-bdd_288,ibmq_tokyo.arch,4,60,52,10
alu-bdd_288,ibmq_tokyo.arch,2,60,52,10
alu-bdd_288,ibmq_tokyo.arch,5,60,52,10
alu-bdd_288,ibmq_tokyo.arch,6,60,52,10
alu-bdd_288,ibmq_tokyo.arch,7,60,53,10
alu-bdd_288,ibmq_tokyo.arch,8,60,52,10
alu-bdd_288,ibmq_tokyo.arch,9,60,53,10
alu-bdd_288,ibmq_tokyo.arch,10,60,53,10
rd32_270,ibmq_tokyo.arch,1,60,54,14
rd32_270,ibmq_tokyo.arch,3,60,58,14
rd32_270,ibmq_tokyo.arch,4,60,55,14
rd32_270,ibmq_tokyo.arch,6,60,57,14
rd32_270,ibmq_tokyo.arch,2,60,57,14
rd32_270,ibmq_tokyo.arch,7,60,55,14
rd32_270,ibmq_tokyo.arch,8,60,56,14
rd32_270,ibmq_tokyo.arch,9,60,56,14
rd32_270,ibmq_tokyo.arch,5,60,54,14
rd32_270,ibmq_tokyo.arch,10,60,55,14
alu-v0_26,ibmq_tokyo.arch,1,60,56,12
alu-v0_26,ibmq_tokyo.arch,3,60,55,11
alu-v0_26,ibmq_tokyo.arch,5,60,55,11
alu-v0_26,ibmq_tokyo.arch,4,60,56,11
alu-v0_26,ibmq_tokyo.arch,2,60,56,12
alu-v0_26,ibmq_tokyo.arch,6,60,56,11
alu-v0_26,ibmq_tokyo.arch,7,60,58,13
alu-v0_26,ibmq_tokyo.arch,8,60,56,12
alu-v0_26,ibmq_tokyo.arch,10,60,55,11
alu-v0_26,ibmq_tokyo.arch,9,60,60,14
decod24-v1_41,ibmq_tokyo.arch,1,60,59,12
decod24-v1_41,ibmq_tokyo.arch,3,60,58,12
decod24-v1_41,ibmq_tokyo.arch,4,60,59,12
decod24-v1_41,ibmq_tokyo.arch,2,60,59,12
decod24-v1_41,ibmq_tokyo.arch,5,60,59,12
decod24-v1_41,ibmq_tokyo.arch,6,60,59,12
decod24-v1_41,ibmq_tokyo.arch,8,60,58,12
decod24-v1_41,ibmq_tokyo.arch,10,60,59,12
decod24-v1_41,ibmq_tokyo.arch,7,60,58,12
decod24-v1_41,ibmq_tokyo.arch,9,60,58,12
4gt5_76,ibmq_tokyo.arch,1,60,67,12
4gt5_76,ibmq_tokyo.arch,3,60,67,12
4gt5_76,ibmq_tokyo.arch,4,60,67,12
4gt5_76,ibmq_tokyo.arch,2,60,67,12
4gt5_76,ibmq_tokyo.arch,5,60,67,12
4gt5_76,ibmq_tokyo.arch,6,60,67,12
4gt5_76,ibmq_tokyo.arch,7,60,67,12
4gt5_76,ibmq_tokyo.arch,8,60,66,12
4gt5_76,ibmq_tokyo.arch,10,60,67,12
4gt5_76,ibmq_tokyo.arch,9,60,66,12
4gt13_91,ibmq_tokyo.arch,1,60,71,13
4gt13_91,ibmq_tokyo.arch,3,60,71,13
4gt13_91,ibmq_tokyo.arch,2,60,71,13
4gt13_91,ibmq_tokyo.arch,5,60,71,13
4gt13_91,ibmq_tokyo.arch,6,60,72,13
4gt13_91,ibmq_tokyo.arch,7,60,72,13
4gt13_91,ibmq_tokyo.arch,9,60,71,13
4gt13_91,ibmq_tokyo.arch,10,60,71,13
4gt13_91,ibmq_tokyo.arch,8,60,71,13
4gt13_91,ibmq_tokyo.arch,4,60,70,13
qe_qft_5,ibmq_tokyo.arch,1,60,53,2
qe_qft_5,ibmq_tokyo.arch,4,60,53,2
qe_qft_5,ibmq_tokyo.arch,2,60,53,2
qe_qft_5,ibmq_tokyo.arch,3,60,53,2
qe_qft_5,ibmq_tokyo.arch,5,60,53,2
qe_qft_5,ibmq_tokyo.arch,6,60,53,2
qe_qft_5,ibmq_tokyo.arch,7,60,53,2
qe_qft_5,ibmq_tokyo.arch,8,60,53,2
qe_qft_5,ibmq_tokyo.arch,10,60,53,2
qe_qft_5,ibmq_tokyo.arch,9,60,53,2
4gt13_90,ibmq_tokyo.arch,1,60,77,16
4gt13_90,ibmq_tokyo.arch,3,60,79,16
4gt13_90,ibmq_tokyo.arch,2,60,78,16
4gt13_90,ibmq_tokyo.arch,4,60,77,16
4gt13_90,ibmq_tokyo.arch,6,60,77,16
4gt13_90,ibmq_tokyo.arch,8,60,78,16
4gt13_90,ibmq_tokyo.arch,9,60,77,16
4gt13_90,ibmq_tokyo.arch,5,60,77,16
4gt13_90,ibmq_tokyo.arch,7,60,78,16
4gt13_90,ibmq_tokyo.arch,10,60,77,16
alu-v4_36,ibmq_tokyo.arch,1,60,78,14
alu-v4_36,ibmq_tokyo.arch,5,60,78,14
alu-v4_36,ibmq_tokyo.arch,2,60,77,14
alu-v4_36,ibmq_tokyo.arch,3,60,78,14
alu-v4_36,ibmq_tokyo.arch,4,60,77,14
alu-v4_36,ibmq_tokyo.arch,6,60,77,14
alu-v4_36,ibmq_tokyo.arch,9,60,78,14
alu-v4_36,ibmq_tokyo.arch,7,60,78,14
alu-v4_36,ibmq_tokyo.arch,8,60,78,14
alu-v4_36,ibmq_tokyo.arch,10,60,79,14
4gt5_77,ibmq_tokyo.arch,1,60,87,15
4gt5_77,ibmq_tokyo.arch,3,60,87,16
4gt5_77,ibmq_tokyo.arch,5,60,86,14
4gt5_77,ibmq_tokyo.arch,6,60,85,16
4gt5_77,ibmq_tokyo.arch,4,60,88,16
4gt5_77,ibmq_tokyo.arch,8,60,87,16
4gt5_77,ibmq_tokyo.arch,2,60,85,14
4gt5_77,ibmq_tokyo.arch,9,60,85,14
