instance_name,timeout,gate_out,depth_out,num_swaps,beta,gamma,delta,order,seed
rd53_130,10,1195,627,152,5,10,0.5,0;4;3;1;5;2;6,2
rd53_130,10,1190,620,147,5,10,0.5,0;4;3;1;5;2;6,4
rd53_130,10,1219,629,176,5,10,0.5,0;4;3;1;5;2;6,5
rd53_130,10,1165,624,122,5,10,0.5,0;4;3;1;5;2;6,7
rd53_130,10,1186,627,143,5,10,0.5,0;4;3;1;5;2;6,8
rd53_130,10,1202,625,159,5,10,0.5,0;4;3;1;5;2;6,9
rd53_130,10,1178,623,135,5,10,0.5,0;4;3;1;5;2;6,6
rd53_130,10,1197,627,154,5,10,0.5,0;4;3;1;5;2;6,10
rd53_130,10,1194,628,151,5,10,0.5,1;5;6;4;0;2;3,1
rd53_130,10,1229,635,186,5,10,0.5,1;5;6;4;0;2;3,5
rd53_130,10,1230,632,187,5,10,0.5,1;5;6;4;0;2;3,4
rd53_130,10,1178,627,135,5,10,0.5,1;5;6;4;0;2;3,3
rd53_130,10,1227,630,184,5,10,0.5,1;5;6;4;0;2;3,7
rd53_130,10,1187,631,144,5,10,0.5,1;5;6;4;0;2;3,6
rd53_130,10,1199,632,156,5,10,0.5,1;5;6;4;0;2;3,9
rd53_130,10,1225,627,182,5,10,0.5,1;5;6;4;0;2;3,2
rd53_130,10,1177,630,134,5,10,0.5,1;5;6;4;0;2;3,8
rd53_130,10,1153,627,110,5,10,0.5,1;5;6;4;0;2;3,10
rd53_130,10,1160,627,117,5,10,0.5,5;0;1;4;6;3;2,1
rd53_130,10,1230,635,187,5,10,0.5,5;0;1;4;6;3;2,3
rd53_130,10,1212,629,169,5,10,0.5,5;0;1;4;6;3;2,4
rd53_130,10,1244,641,201,5,10,0.5,5;0;1;4;6;3;2,2
rd53_130,10,1225,629,182,5,10,0.5,5;0;1;4;6;3;2,6
rd53_130,10,1186,631,143,5,10,0.5,5;0;1;4;6;3;2,8
rd53_130,10,1228,628,185,5,10,0.5,5;0;1;4;6;3;2,9
rd53_130,10,1192,633,149,5,10,0.5,5;0;1;4;6;3;2,10
rd53_130,10,1244,639,201,5,10,0.5,5;0;1;4;6;3;2,7
rd53_130,10,1241,637,198,5,10,0.5,5;0;1;4;6;3;2,5
rd53_130,10,1209,639,166,5,10,0.5,2;1;4;5;0;6;3,1
rd53_130,10,1173,629,130,5,10,0.5,2;1;4;5;0;6;3,2
rd53_130,10,1186,625,143,5,10,0.5,2;1;4;5;0;6;3,4
rd53_130,10,1205,638,162,5,10,0.5,2;1;4;5;0;6;3,6
rd53_130,10,1164,623,121,5,10,0.5,2;1;4;5;0;6;3,3
rd53_130,10,1230,635,187,5,10,0.5,2;1;4;5;0;6;3,7
rd53_130,10,1190,632,147,5,10,0.5,2;1;4;5;0;6;3,8
rd53_130,10,1283,632,240,5,10,0.5,2;1;4;5;0;6;3,9
rd53_130,10,1214,638,171,5,10,0.5,2;1;4;5;0;6;3,10
rd53_130,10,1202,625,159,5,10,0.5,2;1;4;5;0;6;3,5
rd53_130,10,1168,631,125,5,10,0.5,5;3;1;6;4;0;2,1
rd53_130,10,1206,630,163,5,10,0.5,5;3;1;6;4;0;2,3
rd53_130,10,1209,633,166,5,10,0.5,5;3;1;6;4;0;2,2
rd53_130,10,1189,636,146,5,10,0.5,5;3;1;6;4;0;2,4
rd53_130,10,1254,634,211,5,10,0.5,5;3;1;6;4;0;2,5
rd53_130,10,1214,628,171,5,10,0.5,5;3;1;6;4;0;2,7
rd53_130,10,1188,627,145,5,10,0.5,5;3;1;6;4;0;2,8
rd53_130,10,1196,630,153,5,10,0.5,5;3;1;6;4;0;2,9
rd53_130,10,1209,635,166,5,10,0.5,5;3;1;6;4;0;2,6
rd53_130,10,1227,635,184,5,10,0.5,5;3;1;6;4;0;2,10
