instance_name,routing_method,g_in,d_in,timeout,best_size,best_depth,avg_size,avg_depth,ideal_cost,n_tries,improvements_count
sqrt8_260,basic,3009,1659,10,3594,2312,3617.6666666666665,2372.9375,7833,48,4
sqrt8_260,basic,3009,1659,20,3499,2257,3617.0379746835442,2374.5569620253164,7263,79,5
sqrt8_260,basic,3009,1659,30,3581,2293,3615.290598290598,2373.82905982906,7755,117,10
sqrt8_260,basic,3009,1659,60,3506,2209,3615.4085106382977,2373.8425531914895,7305,235,5
sqrt8_260,lookahead,3009,1659,10,3358,2072,3403.170731707317,2138.829268292683,6417,41,3
sqrt8_260,lookahead,3009,1659,20,3354,2078,3407.6708860759495,2142.5949367088606,6393,79,4
sqrt8_260,lookahead,3009,1659,30,3361,2056,3405.453781512605,2140.016806722689,6435,119,2
sqrt8_260,lookahead,3009,1659,60,3367,2046,3408.563025210084,2144.5084033613443,6471,238,3
sqrt8_260,decay,3009,1659,10,3387,2066,3406.909090909091,2144.8863636363635,6591,44,7
sqrt8_260,decay,3009,1659,20,3386,2072,3410.4625,2151.6875,6585,80,6
sqrt8_260,decay,3009,1659,30,3348,2051,3404.991304347826,2140.4608695652173,6357,115,5
sqrt8_260,decay,3009,1659,60,3345,2028,3406.047210300429,2141.9957081545062,6339,233,6
radd_250,basic,3213,1781,10,3753,2410,3844.4565217391305,2549.282608695652,7858,46,3
radd_250,basic,3213,1781,20,3806,2484,3851.4189189189187,2554.8513513513512,8176,74,5
radd_250,basic,3213,1781,30,3782,2447,3846.3693693693695,2554.3603603603606,8032,111,5
radd_250,basic,3213,1781,60,3751,2367,3845.79185520362,2547.6923076923076,7846,221,11
radd_250,lookahead,3213,1781,10,3585,2192,3644.3684210526317,2319.6052631578946,6850,38,3
radd_250,lookahead,3213,1781,20,3609,2241,3651.310810810811,2321.2162162162163,6994,74,5
radd_250,lookahead,3213,1781,30,3613,2210,3648.5178571428573,2323.160714285714,7018,112,2
radd_250,lookahead,3213,1781,60,3600,2212,3646.5495495495497,2318.198198198198,6940,222,4
radd_250,decay,3213,1781,10,3602,2231,3643.9210526315787,2309.3684210526317,6952,38,4
radd_250,decay,3213,1781,20,3556,2193,3644.7066666666665,2318.5466666666666,6676,75,5
radd_250,decay,3213,1781,30,3583,2184,3643.8571428571427,2316.3214285714284,6838,112,4
radd_250,decay,3213,1781,60,3601,2222,3647.215859030837,2322.022026431718,6946,227,8
adr4_197,basic,3439,1839,10,4070,2533,4094.846153846154,2629.6666666666665,8723,39,4
adr4_197,basic,3439,1839,20,4017,2504,4093.2028985507245,2622.6521739130435,8405,69,2
adr4_197,basic,3439,1839,30,4059,2523,4093.209523809524,2626.3714285714286,8657,105,5
adr4_197,basic,3439,1839,60,3991,2440,4096.990697674419,2627.506976744186,8249,215,8
adr4_197,lookahead,3439,1839,10,3819,2267,3861.342105263158,2345.5789473684213,7217,38,4
adr4_197,lookahead,3439,1839,20,3798,2259,3862.1304347826085,2339.9565217391305,7091,69,6
adr4_197,lookahead,3439,1839,30,3777,2237,3862.9904761904763,2353.2285714285713,6965,105,8
adr4_197,lookahead,3439,1839,60,3821,2221,3863.9617224880385,2346.9521531100477,7229,209,4
adr4_197,decay,3439,1839,10,3835,2274,3866.472222222222,2344.9444444444443,7313,36,3
adr4_197,decay,3439,1839,20,3811,2249,3864.2428571428572,2350.542857142857,7169,70,5
adr4_197,decay,3439,1839,30,3774,2199,3864.0,2349.3177570093458,6947,107,4
adr4_197,decay,3439,1839,60,3813,2262,3868.976076555024,2357.2727272727275,7181,209,5
sym6_145,basic,3888,2187,10,4546,2993,4639.8125,3140.15625,9537,32,2
sym6_145,basic,3888,2187,20,4593,3008,4630.377049180328,3125.098360655738,9819,61,4
sym6_145,basic,3888,2187,30,4553,2986,4621.061224489796,3113.1938775510203,9579,98,7
sym6_145,basic,3888,2187,60,4534,2985,4628.702127659574,3125.0,9465,188,6
sym6_145,lookahead,3888,2187,10,4334,2730,4453.34375,2922.875,8265,32,4
sym6_145,lookahead,3888,2187,20,4304,2725,4454.508196721312,2930.754098360656,8085,61,4
sym6_145,lookahead,3888,2187,30,4308,2764,4452.268041237114,2923.3298969072166,8109,97,1
sym6_145,lookahead,3888,2187,60,4357,2760,4453.836065573771,2930.1803278688526,8403,183,6
sym6_145,decay,3888,2187,10,4322,2744,4453.666666666667,2931.974358974359,8193,39,4
sym6_145,decay,3888,2187,20,4352,2795,4451.553846153846,2925.2615384615383,8373,65,8
sym6_145,decay,3888,2187,30,4348,2775,4449.10752688172,2925.3655913978496,8349,93,6
sym6_145,decay,3888,2187,60,4323,2758,4454.7,2928.4210526315787,8199,190,5
misex1_241,basic,4813,2676,10,5634,3671,5701.7037037037035,3757.5555555555557,11839,27,3
misex1_241,basic,4813,2676,20,5612,3593,5680.4807692307695,3721.6346153846152,11707,52,4
misex1_241,basic,4813,2676,30,5544,3576,5684.731707317073,3728.182926829268,11299,82,4
misex1_241,basic,4813,2676,60,5473,3493,5688.670967741936,3737.1290322580644,10873,155,8
misex1_241,lookahead,4813,2676,10,5111,3048,5183.705882352941,3159.0882352941176,8701,34,3
misex1_241,lookahead,4813,2676,20,5133,3088,5185.107142857143,3170.464285714286,8833,56,2
misex1_241,lookahead,4813,2676,30,5101,3052,5178.638554216867,3159.012048192771,8641,83,6
misex1_241,lookahead,4813,2676,60,5105,3037,5180.596385542169,3160.590361445783,8665,166,4
misex1_241,decay,4813,2676,10,5084,2989,5175.827586206897,3155.0,8539,29,7
misex1_241,decay,4813,2676,20,5105,3041,5187.309090909091,3160.327272727273,8665,55,3
misex1_241,decay,4813,2676,30,5107,3027,5178.974683544304,3154.012658227848,8677,79,2
misex1_241,decay,4813,2676,60,5100,3011,5180.963636363636,3155.836363636364,8635,165,7
rd73_252,basic,5321,2867,10,6240,3948,6317.451612903225,4086.7741935483873,13154,31,3
rd73_252,basic,5321,2867,20,6203,3943,6316.086956521739,4088.9347826086955,12932,46,3
rd73_252,basic,5321,2867,30,6227,3916,6307.051948051948,4079.311688311688,13076,77,5
rd73_252,basic,5321,2867,60,6231,3944,6312.453947368421,4089.5065789473683,13100,152,3
rd73_252,lookahead,5321,2867,10,5846,3512,5964.08,3668.32,10790,25,7
rd73_252,lookahead,5321,2867,20,5844,3540,5957.938775510204,3669.877551020408,10778,49,4
rd73_252,lookahead,5321,2867,30,5840,3459,5958.420289855072,3674.855072463768,10754,69,7
rd73_252,lookahead,5321,2867,60,5833,3467,5956.397260273972,3667.068493150685,10712,146,7
rd73_252,decay,5321,2867,10,5817,3509,5949.903225806452,3661.967741935484,10616,31,7
rd73_252,decay,5321,2867,20,5874,3552,5953.122448979592,3665.5102040816328,10958,49,2
rd73_252,decay,5321,2867,30,5823,3476,5949.972972972973,3661.5405405405404,10652,74,7
rd73_252,decay,5321,2867,60,5901,3498,5961.58904109589,3672.198630136986,11120,146,6
cycle10_2_110,basic,6050,3386,10,7268,4710,7276.363636363636,4828.5,16006,22,4
cycle10_2_110,basic,6050,3386,20,7210,4694,7290.071428571428,4836.857142857143,15658,42,6
cycle10_2_110,basic,6050,3386,30,7196,4685,7272.9384615384615,4826.138461538461,15574,65,5
cycle10_2_110,basic,6050,3386,60,7131,4607,7281.6821705426355,4828.387596899225,15184,129,5
cycle10_2_110,lookahead,6050,3386,10,6738,4223,6827.681818181818,4364.454545454545,12826,22,5
cycle10_2_110,lookahead,6050,3386,20,6729,4165,6828.209302325581,4358.116279069767,12772,43,4
cycle10_2_110,lookahead,6050,3386,30,6736,4182,6831.30303030303,4363.590909090909,12814,66,4
cycle10_2_110,lookahead,6050,3386,60,6690,4128,6835.3203125,4369.2265625,12538,128,5
cycle10_2_110,decay,6050,3386,10,6815,4273,6861.318181818182,4399.909090909091,13288,22,4
cycle10_2_110,decay,6050,3386,20,6734,4158,6826.53488372093,4344.837209302325,12802,43,6
cycle10_2_110,decay,6050,3386,30,6770,4212,6830.590909090909,4363.606060606061,13018,66,7
cycle10_2_110,decay,6050,3386,60,6657,4144,6827.658730158731,4355.571428571428,12340,126,4
hwb6_56,basic,6723,3736,10,7995,5303,8057.4,5420.75,17307,20,5
hwb6_56,basic,6723,3736,20,8069,5320,8075.641025641025,5435.25641025641,17751,39,4
hwb6_56,basic,6723,3736,30,8037,5283,8068.438596491228,5432.631578947368,17559,57,1
hwb6_56,basic,6723,3736,60,7925,5263,8056.191666666667,5416.5,16887,120,5
hwb6_56,lookahead,6723,3736,10,7687,4996,7740.0,5065.84,15459,25,3
hwb6_56,lookahead,6723,3736,20,7668,4956,7724.846153846154,5037.153846153846,15345,39,2
hwb6_56,lookahead,6723,3736,30,7672,4927,7731.137931034483,5050.706896551724,15369,58,4
hwb6_56,lookahead,6723,3736,60,7577,4806,7737.258620689655,5059.862068965517,14799,116,6
hwb6_56,decay,6723,3736,10,7694,4952,7724.64,5057.16,15501,25,2
hwb6_56,decay,6723,3736,20,7686,4945,7724.0,5041.394736842105,15453,38,7
hwb6_56,decay,6723,3736,30,7655,4927,7731.933333333333,5055.95,15267,60,7
hwb6_56,decay,6723,3736,60,7672,4900,7724.040983606557,5043.811475409836,15369,122,4
square_root_7,basic,7630,3847,10,9039,5409,9074.055555555555,5543.277777777777,19173,18,4
square_root_7,basic,7630,3847,20,8933,5357,9062.911764705883,5534.264705882353,18537,34,7
square_root_7,basic,7630,3847,30,8971,5286,9060.777777777777,5529.166666666667,18765,54,4
square_root_7,basic,7630,3847,60,8918,5279,9074.203883495145,5554.0097087378645,18447,103,2
square_root_7,lookahead,7630,3847,10,8336,4642,8444.95652173913,4820.869565217391,14955,23,5
square_root_7,lookahead,7630,3847,20,8425,4690,8478.944444444445,4854.111111111111,15489,36,3
square_root_7,lookahead,7630,3847,30,8372,4628,8469.66037735849,4839.056603773585,15171,53,4
square_root_7,lookahead,7630,3847,60,8326,4582,8454.046296296296,4820.759259259259,14895,108,3
square_root_7,decay,7630,3847,10,8409,4674,8454.333333333334,4825.333333333333,15393,18,2
square_root_7,decay,7630,3847,20,8386,4680,8454.54054054054,4825.756756756757,15255,37,4
square_root_7,decay,7630,3847,30,8349,4621,8468.792452830188,4847.679245283019,15033,53,3
square_root_7,decay,7630,3847,60,8395,4599,8462.309090909092,4831.718181818182,15309,110,3
ham15_107,basic,8763,4819,10,10175,6454,10385.444444444445,6765.555555555556,21093,18,2
ham15_107,basic,8763,4819,20,10226,6544,10410.2,6795.1,21399,30,4
ham15_107,basic,8763,4819,30,10197,6485,10390.239130434782,6762.630434782609,21225,46,5
ham15_107,basic,8763,4819,60,10271,6578,10404.684210526315,6784.789473684211,21669,95,9
ham15_107,lookahead,8763,4819,10,9616,5803,9741.3125,6061.0,17739,16,4
ham15_107,lookahead,8763,4819,20,9540,5798,9713.933333333332,6032.0,17283,30,7
ham15_107,lookahead,8763,4819,30,9700,5886,9728.0625,6046.3125,18243,48,4
ham15_107,lookahead,8763,4819,60,9597,5822,9727.82105263158,6037.894736842105,17625,95,6
ham15_107,decay,8763,4819,10,9592,5887,9703.625,6006.75,17595,16,5
ham15_107,decay,8763,4819,20,9507,5709,9719.516129032258,6026.5161290322585,17085,31,4
ham15_107,decay,8763,4819,30,9663,5863,9740.511111111111,6059.977777777778,18021,45,5
ham15_107,decay,8763,4819,60,9547,5826,9727.467391304348,6043.173913043478,17325,92,5
dc2_222,basic,9462,5242,10,11224,7293,11386.666666666666,7483.5,24165,18,5
dc2_222,basic,9462,5242,20,11216,7261,11392.57142857143,7476.785714285715,24117,28,5
dc2_222,basic,9462,5242,30,11335,7250,11395.952380952382,7479.928571428572,24831,42,5
dc2_222,basic,9462,5242,60,11196,7258,11381.942528735632,7462.80459770115,23997,87,5
dc2_222,lookahead,9462,5242,10,10592,6617,10619.666666666666,6673.4,20373,15,2
dc2_222,lookahead,9462,5242,20,10481,6554,10617.034482758621,6681.758620689655,19707,29,2
dc2_222,lookahead,9462,5242,30,10380,6371,10605.093023255815,6665.7441860465115,19101,43,4
dc2_222,lookahead,9462,5242,60,10422,6447,10613.71590909091,6672.068181818182,19353,88,6
dc2_222,decay,9462,5242,10,10507,6461,10609.411764705883,6678.529411764706,19863,17,4
dc2_222,decay,9462,5242,20,10493,6527,10626.25,6688.392857142857,19779,28,2
dc2_222,decay,9462,5242,30,10500,6455,10601.977272727272,6655.977272727273,19821,44,4
dc2_222,decay,9462,5242,60,10469,6469,10619.905882352941,6673.905882352941,19635,85,5
sqn_258,basic,10223,5458,10,12031,7684,12102.529411764706,7813.058823529412,25530,17,4
sqn_258,basic,10223,5458,20,12021,7672,12101.346153846154,7790.961538461538,25470,26,3
sqn_258,basic,10223,5458,30,11992,7675,12107.736842105263,7819.9473684210525,25296,38,5
sqn_258,basic,10223,5458,60,11994,7591,12118.641975308641,7830.469135802469,25308,81,4
sqn_258,lookahead,10223,5458,10,11366,6896,11466.4375,7069.0625,21540,16,4
sqn_258,lookahead,10223,5458,20,11172,6714,11433.076923076924,7030.2307692307695,20376,26,3
sqn_258,lookahead,10223,5458,30,11228,6655,11449.0,7032.243902439024,20712,41,4
sqn_258,lookahead,10223,5458,60,11237,6712,11449.194805194806,7033.181818181818,20766,77,6
sqn_258,decay,10223,5458,10,11298,6794,11432.411764705883,7015.705882352941,21132,17,3
sqn_258,decay,10223,5458,20,11304,6786,11441.214285714286,7014.607142857143,21168,28,4
sqn_258,decay,10223,5458,30,11310,6781,11452.631578947368,7037.473684210527,21204,38,8
sqn_258,decay,10223,5458,60,11260,6756,11447.313253012047,7039.626506024097,20904,83,7
inc_237,basic,10619,5863,10,12706,8254,12724.6,8346.333333333334,27777,15,3
inc_237,basic,10619,5863,20,12607,8121,12700.12,8341.64,27183,25,5
inc_237,basic,10619,5863,30,12527,8102,12682.21052631579,8308.026315789473,26703,38,4
inc_237,basic,10619,5863,60,12429,8057,12702.448717948719,8335.461538461539,26115,78,6
inc_237,lookahead,10619,5863,10,11614,7127,11771.8,7297.0,21225,15,2
inc_237,lookahead,10619,5863,20,11594,7065,11781.653846153846,7310.0,21105,26,7
inc_237,lookahead,10619,5863,30,11603,7079,11771.315789473685,7301.526315789473,21159,38,5
inc_237,lookahead,10619,5863,60,11607,7072,11767.45,7291.55,21183,80,6
inc_237,decay,10619,5863,10,11608,7087,11790.133333333333,7341.8,21189,15,4
inc_237,decay,10619,5863,20,11645,7109,11763.6,7292.44,21411,25,2
inc_237,decay,10619,5863,30,11703,7141,11773.463414634147,7308.5609756097565,21759,41,4
inc_237,decay,10619,5863,60,11590,7014,11770.727272727272,7288.25974025974,21081,77,5
cm85a_209,basic,11414,6374,10,13760,9046,13792.8,9176.533333333333,30476,15,4
cm85a_209,basic,11414,6374,20,13722,8953,13801.5,9160.083333333334,30248,24,4
cm85a_209,basic,11414,6374,30,13665,8884,13786.81081081081,9130.918918918918,29906,37,4
cm85a_209,basic,11414,6374,60,13681,8961,13806.31884057971,9181.869565217392,30002,69,2
cm85a_209,lookahead,11414,6374,10,12732,8071,12862.733333333334,8207.066666666668,24308,15,5
cm85a_209,lookahead,11414,6374,20,12723,8023,12854.04,8199.2,24254,25,4
cm85a_209,lookahead,11414,6374,30,12711,7954,12856.166666666666,8198.361111111111,24182,36,3
cm85a_209,lookahead,11414,6374,60,12785,8050,12868.121621621622,8220.756756756757,24626,74,4
cm85a_209,decay,11414,6374,10,12771,8057,12867.923076923076,8234.692307692309,24542,13,2
cm85a_209,decay,11414,6374,20,12677,7980,12830.125,8169.416666666667,23978,24,3
cm85a_209,decay,11414,6374,30,12724,7961,12855.028571428571,8196.171428571428,24260,35,3
cm85a_209,decay,11414,6374,60,12695,7927,12856.081081081082,8200.716216216217,24086,74,6
rd84_253,basic,13658,7261,10,16546,10695,16589.916666666668,10777.166666666666,36946,12,4
rd84_253,basic,13658,7261,20,16437,10573,16560.526315789473,10741.421052631578,36292,19,3
rd84_253,basic,13658,7261,30,16371,10487,16536.064516129034,10703.483870967742,35896,31,5
rd84_253,basic,13658,7261,60,16461,10527,16529.396551724138,10679.120689655172,36436,58,7
rd84_253,lookahead,13658,7261,10,15480,9508,15551.3,9678.3,30550,10,2
rd84_253,lookahead,13658,7261,20,15355,9365,15550.9,9654.0,29800,20,5
rd84_253,lookahead,13658,7261,30,15451,9410,15552.266666666666,9660.766666666666,30376,30,3
rd84_253,lookahead,13658,7261,60,15384,9364,15534.650793650793,9635.57142857143,29974,63,2
rd84_253,decay,13658,7261,10,15272,9222,15527.181818181818,9614.272727272728,29302,11,4
rd84_253,decay,13658,7261,20,15389,9423,15508.5,9615.6,30004,20,5
rd84_253,decay,13658,7261,30,15479,9500,15545.709677419354,9657.387096774193,30544,31,2
rd84_253,decay,13658,7261,60,15478,9425,15553.95,9642.466666666667,30538,60,8
co14_215,basic,17936,8570,10,21897,13092,22068.5,13275.375,49542,8,4
co14_215,basic,17936,8570,20,22008,13208,22100.933333333334,13373.2,50208,15,3
co14_215,basic,17936,8570,30,21907,13101,22086.090909090908,13333.045454545454,49602,22,4
co14_215,basic,17936,8570,60,22125,13123,22131.340425531915,13354.27659574468,50910,47,6
co14_215,lookahead,17936,8570,10,19927,11275,20267.555555555555,11637.0,37722,9,2
co14_215,lookahead,17936,8570,20,20162,11464,20349.333333333332,11737.933333333332,39132,15,2
co14_215,lookahead,17936,8570,30,20208,11413,20336.458333333332,11682.875,39408,24,3
co14_215,lookahead,17936,8570,60,20071,11299,20324.82608695652,11701.891304347826,38586,46,5
co14_215,decay,17936,8570,10,20061,11435,20278.25,11674.625,38526,8,1
co14_215,decay,17936,8570,20,20167,11504,20348.4,11703.4,39162,15,3
co14_215,decay,17936,8570,30,19571,10839,20281.304347826088,11636.782608695652,35586,23,2
co14_215,decay,17936,8570,60,20188,11335,20319.23404255319,11672.340425531915,39288,47,6
root_255,basic,17159,8835,10,20698,13017,20773.6,13206.4,45886,10,1
root_255,basic,17159,8835,20,20757,13178,20803.533333333333,13285.666666666666,46240,15,3
root_255,basic,17159,8835,30,20661,13051,20789.625,13261.25,45664,24,3
root_255,basic,17159,8835,60,20702,13070,20780.183673469386,13237.877551020409,45910,49,3
root_255,lookahead,17159,8835,10,19148,11397,19308.0,11703.222222222223,36586,9,2
root_255,lookahead,17159,8835,20,19211,11514,19312.625,11676.875,36964,16,6
root_255,lookahead,17159,8835,30,19069,11306,19313.583333333332,11690.625,36112,24,4
root_255,lookahead,17159,8835,60,19102,11351,19336.4,11703.3,36310,50,4
root_255,decay,17159,8835,10,19410,11626,19384.9,11817.8,38158,10,5
root_255,decay,17159,8835,20,19248,11523,19330.0625,11707.9375,37186,16,4
root_255,decay,17159,8835,30,19119,11362,19341.791666666668,11765.416666666666,36412,24,2
root_255,decay,17159,8835,60,19236,11425,19349.88,11747.96,37114,50,3
mlp4_245,basic,18852,10328,10,22535,14575,22849.375,14981.75,49182,8,4
mlp4_245,basic,18852,10328,20,22760,14846,22930.928571428572,15030.285714285714,50532,14,2
mlp4_245,basic,18852,10328,30,22671,14651,22857.045454545456,14964.727272727272,49998,22,2
mlp4_245,basic,18852,10328,60,22850,14739,22900.79069767442,15005.790697674418,51072,43,7
mlp4_245,lookahead,18852,10328,10,21040,13031,21281.0,13364.888888888889,40212,9,2
mlp4_245,lookahead,18852,10328,20,21149,13119,21223.733333333334,13322.733333333334,40866,15,2
mlp4_245,lookahead,18852,10328,30,21129,13112,21250.5,13339.318181818182,40746,22,3
mlp4_245,lookahead,18852,10328,60,21104,13066,21264.74418604651,13338.790697674418,40596,43,7
mlp4_245,decay,18852,10328,10,21073,13083,21225.25,13308.5,40410,8,4
mlp4_245,decay,18852,10328,20,20947,12888,21231.266666666666,13346.933333333332,39654,15,3
mlp4_245,decay,18852,10328,30,21171,13191,21253.590909090908,13360.59090909091,40998,22,1
mlp4_245,decay,18852,10328,60,21154,13135,21244.418604651164,13357.279069767443,40896,43,1
urf2_277,basic,20112,11390,10,24974,16832,24988.777777777777,16959.88888888889,59350,9,4
urf2_277,basic,20112,11390,20,25014,16936,25019.615384615383,17018.153846153848,59590,13,2
urf2_277,basic,20112,11390,30,24940,16859,25003.6,16968.95,59146,20,3
urf2_277,basic,20112,11390,60,24922,16809,24999.17948717949,16977.71794871795,59038,39,4
urf2_277,lookahead,20112,11390,10,23571,15580,23729.0,15744.5,50932,8,2
urf2_277,lookahead,20112,11390,20,23544,15568,23703.923076923078,15702.846153846154,50770,13,4
urf2_277,lookahead,20112,11390,30,23655,15600,23694.8,15741.5,51436,20,3
urf2_277,lookahead,20112,11390,60,23513,15512,23680.682926829268,15712.878048780487,50584,41,6
urf2_277,decay,20112,11390,10,23402,15451,23677.0,15736.42857142857,49918,7,4
urf2_277,decay,20112,11390,20,23499,15440,23685.53846153846,15691.076923076924,50500,13,2
urf2_277,decay,20112,11390,30,23417,15517,23677.47619047619,15723.285714285714,50008,21,5
urf2_277,decay,20112,11390,60,23392,15451,23677.825,15705.575,49858,40,6
sym9_148,basic,21504,12087,10,24627,15744,24899.14285714286,16102.57142857143,49650,7,2
sym9_148,basic,21504,12087,20,24590,15843,24920.846153846152,16192.615384615385,49428,13,3
sym9_148,basic,21504,12087,30,24810,15921,24940.1,16227.1,50748,20,4
sym9_148,basic,21504,12087,60,24596,15632,24938.878048780487,16176.0,49464,41,4
sym9_148,lookahead,21504,12087,10,22989,13587,23411.571428571428,14333.42857142857,39822,7,2
sym9_148,lookahead,21504,12087,20,23454,14280,23488.384615384617,14467.307692307691,42612,13,1
sym9_148,lookahead,21504,12087,30,23136,13903,23457.8,14450.0,40704,20,2
sym9_148,lookahead,21504,12087,60,22852,13593,23446.923076923078,14390.153846153846,39000,39,7
sym9_148,decay,21504,12087,10,23360,14103,23517.714285714286,14325.42857142857,42048,7,2
sym9_148,decay,21504,12087,20,23344,14152,23517.30769230769,14471.153846153846,41952,13,1
sym9_148,decay,21504,12087,30,23190,13790,23450.5,14346.45,41028,20,2
sym9_148,decay,21504,12087,60,22975,13851,23464.923076923078,14465.897435897436,39738,39,4
life_238,basic,22445,12511,10,26691,17641,26995.333333333332,17873.333333333332,57721,6,2
life_238,basic,22445,12511,20,26722,17517,26922.076923076922,17782.30769230769,57907,13,1
life_238,basic,22445,12511,30,26746,17406,26959.63157894737,17802.21052631579,58051,19,3
life_238,basic,22445,12511,60,26634,17400,26899.567567567567,17742.027027027027,57379,37,2
life_238,lookahead,22445,12511,10,25254,15983,25404.375,16162.75,49099,8,3
life_238,lookahead,22445,12511,20,25099,15714,25292.0,15990.5,48169,12,2
life_238,lookahead,22445,12511,30,25154,15906,25314.21052631579,16098.157894736842,48499,19,2
life_238,lookahead,22445,12511,60,25150,15676,25349.243243243243,16077.621621621622,48475,37,3
life_238,decay,22445,12511,10,24979,15624,25275.5,16031.875,47449,8,3
life_238,decay,22445,12511,20,25268,15979,25387.0,16174.461538461539,49183,13,3
life_238,decay,22445,12511,30,25197,15749,25322.105263157893,16049.842105263158,48757,19,2
life_238,decay,22445,12511,60,25197,15819,25326.447368421053,16048.736842105263,48757,38,4
hwb7_59,basic,24379,13437,10,29359,19546,29454.5,19730.333333333332,64940,6,2
hwb7_59,basic,24379,13437,20,29391,19569,29432.454545454544,19637.272727272728,65132,11,6
hwb7_59,basic,24379,13437,30,29362,19549,29433.470588235294,19658.41176470588,64958,17,4
hwb7_59,basic,24379,13437,60,29329,19353,29417.441176470587,19638.764705882353,64760,34,3
hwb7_59,lookahead,24379,13437,10,27642,17577,27983.333333333332,17901.333333333332,54638,6,3
hwb7_59,lookahead,24379,13437,20,27666,17571,28092.272727272728,18029.18181818182,54782,11,3
hwb7_59,lookahead,24379,13437,30,27757,17583,28064.470588235294,17952.882352941175,55328,17,5
hwb7_59,lookahead,24379,13437,60,27755,17678,28073.941176470587,17968.352941176472,55316,34,4
hwb7_59,decay,24379,13437,10,27936,17781,28064.5,17985.166666666668,56402,6,2
hwb7_59,decay,24379,13437,20,28008,17859,28154.090909090908,18068.18181818182,56834,11,2
hwb7_59,decay,24379,13437,30,27819,17838,28073.0,17993.176470588234,55700,17,3
hwb7_59,decay,24379,13437,60,27949,17719,28069.941176470587,17966.617647058825,56480,34,4
max46_240,basic,27126,14257,10,32179,20540,32286.0,20663.0,69288,6,2
max46_240,basic,27126,14257,20,32202,20391,32279.4,20640.7,69426,10,4
max46_240,basic,27126,14257,30,32000,20475,32291.9375,20699.5,68214,16,2
max46_240,basic,27126,14257,60,32063,20470,32308.064516129034,20710.032258064515,68592,31,1
max46_240,lookahead,27126,14257,10,29800,17788,30159.833333333332,18294.833333333332,55014,6,3
max46_240,lookahead,27126,14257,20,29586,17518,30058.8,18084.4,53730,10,2
max46_240,lookahead,27126,14257,30,29531,17566,30055.1875,18172.75,53400,16,3
max46_240,lookahead,27126,14257,60,29756,17734,30127.65625,18254.34375,54750,32,5
max46_240,decay,27126,14257,10,29546,17420,30051.2,18079.4,53490,5,4
max46_240,decay,27126,14257,20,29505,17462,30068.545454545456,18238.272727272728,53244,11,2
max46_240,decay,27126,14257,30,29430,17331,29963.9375,18058.3125,52794,16,5
max46_240,decay,27126,14257,60,29656,17557,30058.40625,18180.0,54150,32,3
clip_206,basic,33827,17879,10,41218,26551,41240.5,26633.0,92945,4,2
clip_206,basic,33827,17879,20,41240,26612,41248.625,26781.625,93077,8,3
clip_206,basic,33827,17879,30,41105,26514,41223.583333333336,26686.333333333332,92267,12,1
clip_206,basic,33827,17879,60,41072,26395,41209.6,26653.8,92069,25,3
clip_206,lookahead,33827,17879,10,38020,23448,38294.5,23668.0,73757,4,2
clip_206,lookahead,33827,17879,20,38082,23358,38298.125,23649.75,74129,8,1
clip_206,lookahead,33827,17879,30,38124,23365,38346.153846153844,23776.46153846154,74381,13,2
clip_206,lookahead,33827,17879,60,38236,23443,38309.92,23671.32,75053,25,4
clip_206,decay,33827,17879,10,38302,23611,38363.0,23739.2,75449,5,2
clip_206,decay,33827,17879,20,38326,23527,38309.75,23662.375,75593,8,3
clip_206,decay,33827,17879,30,38105,23352,38269.230769230766,23617.0,74267,13,3
clip_206,decay,33827,17879,60,38129,23495,38346.96,23762.44,74411,25,4
9symml_195,basic,34881,19235,10,41467,26985,41599.6,27180.4,89629,5,3
9symml_195,basic,34881,19235,20,41561,27132,41776.0,27415.375,90193,8,4
9symml_195,basic,34881,19235,30,41527,27157,41781.5,27400.916666666668,89989,12,2
9symml_195,basic,34881,19235,60,41599,27149,41844.72,27484.64,90421,25,4
9symml_195,lookahead,34881,19235,10,39075,24429,39252.5,24622.5,75277,4,2
9symml_195,lookahead,34881,19235,20,38762,24222,39104.75,24431.25,73399,8,3
9symml_195,lookahead,34881,19235,30,38996,24197,39253.166666666664,24657.166666666668,74803,12,2
9symml_195,lookahead,34881,19235,60,39020,24083,39205.75,24554.708333333332,74947,24,3
9symml_195,decay,34881,19235,10,38854,23995,39058.0,24342.2,73951,5,3
9symml_195,decay,34881,19235,20,38928,24199,39170.375,24547.25,74395,8,3
9symml_195,decay,34881,19235,30,38973,24299,39300.25,24662.333333333332,74665,12,3
9symml_195,decay,34881,19235,60,38917,24266,39219.4,24608.6,74329,25,3
sym9_193,basic,34881,19235,10,41607,27216,41744.75,27325.5,90469,4,1
sym9_193,basic,34881,19235,20,41423,27043,41783.5,27367.375,89365,8,1
sym9_193,basic,34881,19235,30,41539,27096,41841.75,27461.0,90061,12,4
sym9_193,basic,34881,19235,60,41390,26896,41798.208333333336,27401.25,89167,24,8
sym9_193,lookahead,34881,19235,10,39176,24398,39218.2,24568.8,75883,5,1
sym9_193,lookahead,34881,19235,20,38987,24336,39219.375,24635.625,74749,8,4
sym9_193,lookahead,34881,19235,30,38974,24203,39247.916666666664,24565.0,74671,12,3
sym9_193,lookahead,34881,19235,60,38951,24212,39194.0,24559.92,74533,25,5
sym9_193,decay,34881,19235,10,39331,24454,39261.0,24622.25,76813,4,3
